Vote,Sector,Subprogram,Financial Year,"Approved Budget (UGX, Millions)",Released Budget (UGX),Actual Expenditure (UGX),Performance (%),Deviation (UGX),Execution Status,Source File
10,Agriculture,"Agriculture
321466 Sector Conditional Grant (Wage)
321467 Sector Conditional Grant (Non-Wage)
321470 Development Grant
Works and Transport
321470 Development Grant
321472 Transitional Development Grant
Education
321466 Sector Conditional Grant (Wage)
321467 Sector Conditional Grant (Non-Wage)
321470 Development Grant
321472 Transitional Development Grant
Health
321466 Sector Conditional Grant (Wage)
321467 Sector Conditional Grant (Non-Wage)
321472 Transitional Development Grant
Water and Environment
321467 Sector Conditional Grant (Non-Wage)
321469 Support Services Conditional Grant (Non-Wage)
321470 Development Grant
321472 Transitional Development Grant
Social Development
321467 Sector Conditional Grant (Non-Wage)
321472 Transitional Development Grant
Public Sector Management
212105 Pension and Gratuity for Local Governments
212107 Gratuity for Local Governments
321401 District Unconditional grants
321402 Urban Unconditional grants
321403 District Discretionary Development Equalization Grant
321450 Transfer for Urban Unconditional Grant – Wage
321451 Transfer for District Unconditional Grant – Wage
321463 Conditional Transfers for Urban Equalization Grant
321472 Transitional Development Grant",2016-17,51.077,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
10,Agriculture,"Agriculture
321466 Sector Conditional Grant (Wage)
321467 Sector Conditional Grant (Non-Wage)
321470 Development Grant
Works and Transport
321470 Development Grant
321472 Transitional Development Grant
Education
321466 Sector Conditional Grant (Wage)
321467 Sector Conditional Grant (Non-Wage)
321470 Development Grant
321472 Transitional Development Grant
Health
321466 Sector Conditional Grant (Wage)
321467 Sector Conditional Grant (Non-Wage)
321472 Transitional Development Grant
Water and Environment
321467 Sector Conditional Grant (Non-Wage)
321469 Support Services Conditional Grant (Non-Wage)
321470 Development Grant
321472 Transitional Development Grant
Social Development
321467 Sector Conditional Grant (Non-Wage)
321472 Transitional Development Grant
Public Sector Management
212105 Pension and Gratuity for Local Governments
212107 Gratuity for Local Governments
321401 District Unconditional grants
321402 Urban Unconditional grants
321403 District Discretionary Development Equalization Grant
321450 Transfer for Urban Unconditional Grant – Wage
321451 Transfer for District Unconditional Grant – Wage
321463 Conditional Transfers for Urban Equalization Grant
321472 Transitional Development Grant",2016-17,51.077,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%2020116-17.pdf
14,Health,Number of mobile plant clinics and diagnostic centres operational,2013-14,50,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
14,Health,Number of crop and pest disease control interventions undertaken,2013-14,60,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
10,Agriculture,"Number of Local Government Staff trained in household processing of
banana/other crops into nutritious products",2013-14,300,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
13,Education,Number of farmers groups involved in primary processing,2013-14,250,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
10,Agriculture,No. of production technologies generated,2013-14,80,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
13,Education,"Construction and rehabilitation of learning facilities
(BTVET)-Libraries and Workshops",2013-14,46,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
13,Education,No. of schools/institutions inspected (Training Colleges),2013-14,30,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
13,Education,No. of schools/institutions inspected (BVET),2013-14,500,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
10,Agriculture,"224001 Medical and Agricultural supplies
211101 General Staff Salaries
225002 Consultancy Services- Long-term
225001 Consultancy Services- Short term
221002 Workshops and Seminars
211103 Allowances
227004 Fuel, Lubricants and Oils
228001 Maintenance - Civil
221008 Computer supplies and Information Technology (I
221007 Books, Periodicals & Newspapers
231005 Machinery and equipment
312302 Intangible Fixed Assets
281503 Engineering and Design Studies & Plans for capit
228004 Maintenance – Other
212101 Social Security Contributions
211102 Contract Staff Salaries (Incl. Casuals, Temporary)
221003 Staff Training
227003 Carriage, Haulage, Freight and transport hire
223003 Rent – (Produced Assets) to private entities
221001 Advertising and Public Relations",2013-14,1.08,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
10,Agriculture,"VF:0181 Agriculture Advisory Services
321429 NAADS
321464 Conditional Grant for NAADS (Districts)-Wage
VF:0182 District Production Services
321408 Conditional transfers to Agric. Ext Salaries
321448 Conditional Transfers for Production and marketing",2013-14,131.25,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
10,Agriculture,"VF:0181 Agriculture Advisory Services
321429 NAADS
321464 Conditional Grant for NAADS (Districts)-Wage
VF:0182 District Production Services
321408 Conditional transfers to Agric. Ext Salaries
321448 Conditional Transfers for Production and marketing",2013-14,131.25,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
10,Agriculture,"VF:0181 Agriculture Advisory Services
321429 NAADS
321464 Conditional Grant for NAADS (Districts)-Wage
VF:0182 District Production Services
321408 Conditional transfers to Agric. Ext Salaries
321448 Conditional Transfers for Production and marketing",2013-14,131.25,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
10,Agriculture,"VF:0181 Agriculture Advisory Services
321429 NAADS
321464 Conditional Grant for NAADS (Districts)-Wage
VF:0182 District Production Services
321408 Conditional transfers to Agric. Ext Salaries
321448 Conditional Transfers for Production and marketing",2013-14,131.25,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
13,Education,"321461 Conditional Transfers for Non Wage Technical Institutes
321462 Conditional Non Wage Transfers for Primary Teachers' Colleges
VF:0784 Education Inspection and Monitoring
321447 Conditional Transfer for School Inspection",2013-14,7.88,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
13,Education,"321461 Conditional Transfers for Non Wage Technical Institutes
321462 Conditional Non Wage Transfers for Primary Teachers' Colleges
VF:0784 Education Inspection and Monitoring
321447 Conditional Transfer for School Inspection",2013-14,7.88,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
10,Agriculture,"211101 General Staff Salaries
231001 Non Residential buildings (Depreciation)
264101 Contributions to Autonomous Institutions
224001 Medical and Agricultural supplies
231006 Furniture and fittings (Depreciation)
227001 Travel inland
231007 Other Fixed Assets (Depreciation)
227004 Fuel, Lubricants and Oils
263104 Transfers to other govt. units
231002 Residential buildings (Depreciation)
228002 Maintenance - Vehicles
221017 Subscriptions
224002 General Supply of Goods and Services
221011 Printing, Stationery, Photocopying and Binding
221004 Recruitment Expenses
221010 Special Meals and Drinks
228003 Maintenance – Machinery, Equipment & Furnitur
221009 Welfare and Entertainment
221001 Advertising and Public Relations
211102 Contract Staff Salaries (Incl. Casuals, Temporary)",2013-14,2.17,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
13,Education,"VF:0881 Primary Healthcare
321407 Conditional transfers to PHC Salaries
321413 Conditional transfers to PHC- Non wage
321417 Conditional transfers to District Hospitals
321418 Conditional transfers to NGO Hospitals
321431 Conditional transfers to PHC - development
321449 Conditional Transfers to Sanitation & Hygiene",2013-14,299.96,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
14,Health,"VF:0881 Primary Healthcare
321407 Conditional transfers to PHC Salaries
321413 Conditional transfers to PHC- Non wage
321417 Conditional transfers to District Hospitals
321418 Conditional transfers to NGO Hospitals
321431 Conditional transfers to PHC - development
321449 Conditional Transfers to Sanitation & Hygiene",2013-14,299.96,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
14,Health,"VF:0881 Primary Healthcare
321407 Conditional transfers to PHC Salaries
321413 Conditional transfers to PHC- Non wage
321417 Conditional transfers to District Hospitals
321418 Conditional transfers to NGO Hospitals
321431 Conditional transfers to PHC - development
321449 Conditional Transfers to Sanitation & Hygiene",2013-14,299.96,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
10,Agriculture,"211101 General Staff Salaries 26.19 224003 Classified Expenditure
231002 Residential buildings (Depreciation) 3.26 211101 General Staff Salaries
223005 Electricity 1.25 221009 Welfare and Entertainment
231005 Machinery and equipment 0.28 225001 Consultancy Services- Short term
227002 Travel abroad 0.17 227004 Fuel, Lubricants and Oils
224001 Medical and Agricultural supplies 0.12 228002 Maintenance - Vehicles
221011 Printing, Stationery, Photocopying and Binding 0.06 224002 General Supply of Goods and Services
223002 Rates 0.03 231002 Residential buildings (Depreciation)
221012 Small Office Equipment 0.01 221003 Staff Training
231004 Transport equipment
227001 Travel inland
227002 Travel abroad
223005 Electricity
224001 Medical and Agricultural supplies
223006 Water
222001 Telecommunications
231005 Machinery and equipment
213001 Medical expenses (To employees)
212201 Social Security Contributions
227003 Carriage, Haulage, Freight and transport hire",2013-14,323.7,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
10,Agriculture,"211101 General Staff Salaries
227002 Travel abroad
225002 Consultancy Services- Long-term
212105 Pension and Gratuity for Local Governments
223003 Rent – (Produced Assets) to private entities
221002 Workshops and Seminars
224001 Medical and Agricultural supplies
231004 Transport equipment
263101 LG Conditional grants
221011 Printing, Stationery, Photocopying and Binding
311101 Land
231003 Roads and bridges (Depreciation)
231005 Machinery and equipment
213004 Gratuity Expenses
221003 Staff Training
221017 Subscriptions
221001 Advertising and Public Relations
225001 Consultancy Services- Short term
228003 Maintenance – Machinery, Equipment & Furnitur
231006 Furniture and fittings (Depreciation)",2013-14,0.93,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
10,Agriculture,"VF:0101 Crops
VF:0102 Animal Resources
VF:0149 Policy, Planning and Support Services",2013-14,34.2,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
14,Health,"VF:0101 Crops
Class:Outputs Provided
010101 Policies, laws, guidelines, plans and strategies
010102 Quality Assurance systems along the value chain
010103 Crop production technology promotion
010104 Crop pest and disease control measures
010105 Food and nutrition security
010106 Increased value addition in the sector
010107 Promotion of Production & Productivity of priority commodities
010108 Increased value addition of priority commodities
010109 Control of pest and diseases in priority commodities
Class:Outputs Funded
010152 Provision for PMA Secretariat
Class:Capital Purchases
010171 Acquisition of Land by Government
010172 Government Buildings and Administrative Infrastructure
010175 Purchase of Motor Vehicles and Other Transport Equipment
010176 Purchase of Office and ICT Equipment, including Software
010177 Purchase of Specialised Machinery & Equipment
010178 Purchase of Office and Residential Furniture and Fittings
010179 Acquisition of Other Capital Assets",2013-14,20.81,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
10,Agriculture,"VF:0101 Crops
Class:Outputs Provided
010101 Policies, laws, guidelines, plans and strategies
010102 Quality Assurance systems along the value chain
010103 Crop production technology promotion
010104 Crop pest and disease control measures
010105 Food and nutrition security
010106 Increased value addition in the sector
010107 Promotion of Production & Productivity of priority commodities
010108 Increased value addition of priority commodities
010109 Control of pest and diseases in priority commodities
Class:Outputs Funded
010152 Provision for PMA Secretariat
Class:Capital Purchases
010171 Acquisition of Land by Government
010172 Government Buildings and Administrative Infrastructure
010175 Purchase of Motor Vehicles and Other Transport Equipment
010176 Purchase of Office and ICT Equipment, including Software
010177 Purchase of Specialised Machinery & Equipment
010178 Purchase of Office and Residential Furniture and Fittings
010179 Acquisition of Other Capital Assets",2013-14,20.81,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
10,Agriculture,"VF:0101 Crops
Class:Outputs Provided
010101 Policies, laws, guidelines, plans and strategies
010102 Quality Assurance systems along the value chain
010103 Crop production technology promotion
010104 Crop pest and disease control measures
010105 Food and nutrition security
010106 Increased value addition in the sector
010107 Promotion of Production & Productivity of priority commodities
010108 Increased value addition of priority commodities
010109 Control of pest and diseases in priority commodities
Class:Outputs Funded
010152 Provision for PMA Secretariat
Class:Capital Purchases
010171 Acquisition of Land by Government
010172 Government Buildings and Administrative Infrastructure
010175 Purchase of Motor Vehicles and Other Transport Equipment
010176 Purchase of Office and ICT Equipment, including Software
010177 Purchase of Specialised Machinery & Equipment
010178 Purchase of Office and Residential Furniture and Fittings
010179 Acquisition of Other Capital Assets",2013-14,20.81,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
14,Health,"VF:0102 Animal Resources
Class:Outputs Provided
010201 Policies, laws, guidelines, plans and strategies
010202 Improved access to water for livestock
010203 Promotion of Animals and Animal Products
010204 Promotion of sustainable fisheries
010205 Vector and disease control measures
010206 Improved market access for livestock and livestock products
010207 Promotion of priority animal products and productivity
010208 Improved Market Access for priority animal products
010209 Vector and disease control in priority animal commodities
Class:Outputs Funded
010254 Control of Tryptanomiasis and Sleeping Sickness (COCTU)
Class:Capital Purchases
010272 Government Buildings and Administrative Infrastructure
010275 Purchase of Motor Vehicles and Other Transport Equipment
010280 Livestock Infrastructure Construction
010284 Fisheries Infrastructure Construction",2013-14,22.68,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
10,Agriculture,"VF:0102 Animal Resources
Class:Outputs Provided
010201 Policies, laws, guidelines, plans and strategies
010202 Improved access to water for livestock
010203 Promotion of Animals and Animal Products
010204 Promotion of sustainable fisheries
010205 Vector and disease control measures
010206 Improved market access for livestock and livestock products
010207 Promotion of priority animal products and productivity
010208 Improved Market Access for priority animal products
010209 Vector and disease control in priority animal commodities
Class:Outputs Funded
010254 Control of Tryptanomiasis and Sleeping Sickness (COCTU)
Class:Capital Purchases
010272 Government Buildings and Administrative Infrastructure
010275 Purchase of Motor Vehicles and Other Transport Equipment
010280 Livestock Infrastructure Construction
010284 Fisheries Infrastructure Construction",2013-14,22.68,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
10,Agriculture,"VF:0102 Animal Resources
Class:Outputs Provided
010201 Policies, laws, guidelines, plans and strategies
010202 Improved access to water for livestock
010203 Promotion of Animals and Animal Products
010204 Promotion of sustainable fisheries
010205 Vector and disease control measures
010206 Improved market access for livestock and livestock products
010207 Promotion of priority animal products and productivity
010208 Improved Market Access for priority animal products
010209 Vector and disease control in priority animal commodities
Class:Outputs Funded
010254 Control of Tryptanomiasis and Sleeping Sickness (COCTU)
Class:Capital Purchases
010272 Government Buildings and Administrative Infrastructure
010275 Purchase of Motor Vehicles and Other Transport Equipment
010280 Livestock Infrastructure Construction
010284 Fisheries Infrastructure Construction",2013-14,22.68,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
10,Agriculture,"VF:0149 Policy, Planning and Support Services 18.60 19.05 18.66 102.4% 100.3% 97.9%
Class:Outputs Provided 14.45 15.10 14.69 104.5% 101.7% 97.3%
014901 Strategies, policies, plans and Guidelines 5.78 6.43 5.96 111.2% 103.1% 92.7%
014902 Administration, HRD and Accounting 4.74 4.75 4.75 100.1% 100.3% 100.1%
014903 Improving Value addition and market Access 0.20 0.20 0.20 100.0% 100.3% 100.3%
014904 Monitoring and evaluating the activities of the sector 1.32 1.32 1.33 100.0% 100.9% 100.9%
014906 Institutional Development In Agricultural Sector 0.60 0.60 0.61 100.0% 100.9% 100.9%
014907 Monitoring & Evaluation of commodity approach activities in the 1.81 1.81 1.85 100.0% 101.8% 101.8%
sector
Class:Outputs Funded 1.19 1.19 1.19 100.0% 100.0% 100.0%
014951 Secondment for MAAIF staff in Rome 0.56 0.56 0.56 100.0% 100.0% 100.0%
014953 Support for Agricultural Training Institutions 0.63 0.63 0.63 100.0% 100.0% 100.0%
Class:Capital Purchases 2.96 2.76 2.78 93.2% 93.9% 100.7%
014972 Government Buildings and Administrative Infrastructure 1.20 1.20 1.20 100.0% 100.0% 100.0%
014976 Purchase of Office and ICT Equipment, including Software 0.29 0.29 0.31 100.0% 106.6% 106.6%
014977 Purchase of Specialised Machinery & Equipment 0.15 0.05 0.05 33.3% 33.3% 100.0%
014978 Purchase of Office and Residential Furniture and Fittings 0.21 0.21 0.21 100.0% 100.0% 100.0%
014979 Acquisition of Other Capital Assets 1.11 1.01 1.01 91.0% 91.0% 100.0%",2013-14,18.6,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
10,Agriculture,"VF:0149 Policy, Planning and Support Services 18.60 19.05 18.66 102.4% 100.3% 97.9%
Class:Outputs Provided 14.45 15.10 14.69 104.5% 101.7% 97.3%
014901 Strategies, policies, plans and Guidelines 5.78 6.43 5.96 111.2% 103.1% 92.7%
014902 Administration, HRD and Accounting 4.74 4.75 4.75 100.1% 100.3% 100.1%
014903 Improving Value addition and market Access 0.20 0.20 0.20 100.0% 100.3% 100.3%
014904 Monitoring and evaluating the activities of the sector 1.32 1.32 1.33 100.0% 100.9% 100.9%
014906 Institutional Development In Agricultural Sector 0.60 0.60 0.61 100.0% 100.9% 100.9%
014907 Monitoring & Evaluation of commodity approach activities in the 1.81 1.81 1.85 100.0% 101.8% 101.8%
sector
Class:Outputs Funded 1.19 1.19 1.19 100.0% 100.0% 100.0%
014951 Secondment for MAAIF staff in Rome 0.56 0.56 0.56 100.0% 100.0% 100.0%
014953 Support for Agricultural Training Institutions 0.63 0.63 0.63 100.0% 100.0% 100.0%
Class:Capital Purchases 2.96 2.76 2.78 93.2% 93.9% 100.7%
014972 Government Buildings and Administrative Infrastructure 1.20 1.20 1.20 100.0% 100.0% 100.0%
014976 Purchase of Office and ICT Equipment, including Software 0.29 0.29 0.31 100.0% 106.6% 106.6%
014977 Purchase of Specialised Machinery & Equipment 0.15 0.05 0.05 33.3% 33.3% 100.0%
014978 Purchase of Office and Residential Furniture and Fittings 0.21 0.21 0.21 100.0% 100.0% 100.0%
014979 Acquisition of Other Capital Assets 1.11 1.01 1.01 91.0% 91.0% 100.0%",2013-14,18.6,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
10,Agriculture,"VF:0155 Dairy Development
Class:Outputs Provided
015501 Support to dairy development
015502 Promotion of dairy production and marketing
015503 Quality assurance and regulation
Class:Capital Purchases
015575 Purchase of Motor Vehicles and Other Transport Equipment
015576 Purchase of Office and ICT Equipment, including Software
015577 Purchase of Specialised Machinery & Equipment
015579 Acquisition of Other Capital Assets",2013-14,5.04,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
10,Agriculture,"221003 Staff Training
221004 Recruitment Expenses
221005 Hire of Venue (chairs, projector, etc)
221008 Computer supplies and Information Technology (IT)
221009 Welfare and Entertainment
221011 Printing, Stationery, Photocopying and Binding
221016 IFMS Recurrent costs
221017 Subscriptions
222001 Telecommunications
222003 Information and communications technology (ICT)
223001 Property Expenses
223004 Guard and Security services
223005 Electricity
223006 Water
224001 Medical and Agricultural supplies
224002 General Supply of Goods and Services
225001 Consultancy Services- Short term
226001 Insurances
227001 Travel inland
227002 Travel abroad
227004 Fuel, Lubricants and Oils
228001 Maintenance - Civil
228002 Maintenance - Vehicles
228003 Maintenance – Machinery, Equipment & Furniture
282104 Compensation to 3rd Parties
Output Class: Capital Purchases
231005 Machinery and equipment
231007 Other Fixed Assets (Depreciation)
281503 Engineering and Design Studies & Plans for capital
281504 Monitoring, Supervision & Appraisal of capital wor
312302 Intangible Fixed Assets",2013-14,0.02,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
10,Agriculture,VF:0105 Urban Commercial and Production Services,2013-14,1.35,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
10,Agriculture,"VF:0105 Urban Commercial and Production Services
Class:Outputs Provided
010503 Market Access for Urban Agriculture",2013-14,1.35,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
10,Agriculture,"VF:0105 Urban Commercial and Production Services
Class:Outputs Provided
010503 Market Access for Urban Agriculture",2013-14,1.35,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
10,Agriculture,"VF:0105 Urban Commercial and Production Services
Class:Outputs Provided
010503 Market Access for Urban Agriculture",2013-14,1.35,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
10,Agriculture,"211102 Contract Staff Salaries (Incl. Casuals, Temporary)
224001 Medical and Agricultural supplies",2013-14,0.04,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
10,Agriculture,VF:0151 Agricultural Research,2013-14,85.87,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
10,Agriculture,"221016 IFMS Recurrent costs
222001 Telecommunications
222002 Postage and Courier
222003 Information and communications technology (ICT)
223004 Guard and Security services
223005 Electricity
223006 Water
223901 Rent – (Produced Assets) to other govt. units
224001 Medical and Agricultural supplies
224002 General Supply of Goods and Services
225001 Consultancy Services- Short term
226001 Insurances
227001 Travel inland
227002 Travel abroad
227004 Fuel, Lubricants and Oils
228001 Maintenance - Civil
228002 Maintenance - Vehicles
228003 Maintenance – Machinery, Equipment & Furniture
228004 Maintenance – Other
Output Class: Outputs Funded
262101 Contributions to International Organisations (Curren
264101 Contributions to Autonomous Institutions
Output Class: Capital Purchases
312206 Gross Tax",2013-14,0.31,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
10,Agriculture,VF:0154 Agriculture Advisory Services,2013-14,47.12,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
10,Agriculture,VF:0154 Agriculture Advisory Services,2013-14,47.12,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
10,Agriculture,"VF:0153 Coffee Development
Class:Outputs Provided
015301 Production, Research & Coordination
015303 Value Addition and Generic Promotion Undertaken",2013-14,7.91,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
10,Agriculture,"Output Class: Outputs Provided
224001 Medical and Agricultural supplies",2013-14,7.91,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
10,Agriculture,"VF:0301 Energy Planning,Management & Infrastructure Dev't
VF:0302 Large Hydro power infrastructure
VF:0303 Petroleum Exploration, Development & Production
VF:0304 Petroleum Supply, Infrastructure and Regulation
VF:0305 Mineral Exploration, Development & Production
VF:0349 Policy, Planning and Support Services",2013-14,454.2,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
10,Agriculture,"VF:0303 Petroleum Exploration, Development & Production 54.41 42.97 42.53 79.0% 78.2% 99.0%
Class:Outputs Provided 11.04 9.90 9.74 89.7% 88.3% 98.4%
030301 Promotion of the country's petroleum potential and licensing 2.23 1.74 1.70 77.8% 76.3% 98.0%
030302 Initiate and formulate petroleum policy and legislation 1.77 1.75 1.73 99.1% 98.1% 99.0%
030303 Capacity Building for the oil & gas sector 3.78 3.25 3.21 85.9% 84.9% 98.8%
030304 Monitoring Upstream petroleum activities 1.63 1.57 1.55 96.3% 95.2% 98.9%
030305 Develop and implement a communication strategy for oil & gas 1.01 1.00 0.96 98.9% 95.1% 96.2%
in the country
030306 Participate in Regional Initiatives 0.62 0.60 0.59 96.9% 94.8% 97.9%
Class:Outputs Funded 2.00 2.00 1.84 100.0% 92.1% 92.1%
030351 Transfer for Petroleum Refining (Midstream Unit) 2.00 2.00 1.84 100.0% 92.1% 92.1%
Class:Capital Purchases 41.38 31.07 30.95 75.1% 74.8% 99.6%
030372 Government Buildings and Administrative Infrastructure 6.90 5.05 4.95 73.2% 71.7% 98.0%
030376 Purchase of Office and ICT Equipment, including Software 0.92 0.92 0.91 100.0% 98.4% 98.4%
030377 Purchase of Specialised Machinery & Equipment 0.59 0.59 0.59 100.0% 99.8% 99.8%
030378 Purchase of Office and Residential Furniture and Fittings 0.28 0.28 0.27 100.0% 99.9% 99.9%
030380 Oil Refinery Construction 32.70 24.24 24.24 74.1% 74.1% 100.0%",2013-14,54.41,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
10,Agriculture,"Output Class: Outputs Provided
211102 Contract Staff Salaries (Incl. Casuals, Temporary)
211103 Allowances
212101 Social Security Contributions
213001 Medical expenses (To employees)
221001 Advertising and Public Relations
221002 Workshops and Seminars
221003 Staff Training
221004 Recruitment Expenses
221009 Welfare and Entertainment
221011 Printing, Stationery, Photocopying and Binding
221012 Small Office Equipment
221017 Subscriptions
222001 Telecommunications
222002 Postage and Courier
222003 Information and communications technology (ICT)
223001 Property Expenses
223002 Rates
223004 Guard and Security services
223005 Electricity
223006 Water
224001 Medical and Agricultural supplies
224002 General Supply of Goods and Services
226001 Insurances
227001 Travel inland
227002 Travel abroad
227003 Carriage, Haulage, Freight and transport hire
227004 Fuel, Lubricants and Oils
228002 Maintenance - Vehicles
228003 Maintenance – Machinery, Equipment & Furniture
Output Class: Capital Purchases
231001 Non Residential buildings (Depreciation)
231005 Machinery and equipment
312206 Gross Tax",2013-14,10.12,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
13,Education,"VF:0701 Pre-Primary and Primary Education
VF:0702 Secondary Education
VF:0703 Special Needs Education, Guidance and Counselling
VF:0704 Higher Education
VF:0705 Skills Development
VF:0706 Quality and Standards
VF:0707 Physical Education and Sports
VF:0749 Policy, Planning and Support Services",2013-14,45.59,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
13,Education,"VF:0701 Pre-Primary and Primary Education
VF:0702 Secondary Education
VF:0703 Special Needs Education, Guidance and Counselling
VF:0704 Higher Education
VF:0705 Skills Development
VF:0706 Quality and Standards
VF:0707 Physical Education and Sports
VF:0749 Policy, Planning and Support Services",2013-14,45.59,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
13,Education,"VF:0701 Pre-Primary and Primary Education
VF:0702 Secondary Education
VF:0703 Special Needs Education, Guidance and Counselling
VF:0704 Higher Education
VF:0705 Skills Development
VF:0706 Quality and Standards
VF:0707 Physical Education and Sports
VF:0749 Policy, Planning and Support Services",2013-14,45.59,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
13,Education,"VF:0701 Pre-Primary and Primary Education
Class:Outputs Provided
070101 Policies, laws, guidelines, plans and strategies
070102 Instructional Materials for Primary Schools
070103 Monitoring and Supervision of Primary Schools
070105 Support to war affected children in Northern Uganda
Class:Outputs Funded
070151 Assessment of Primary Education (PLE)
070153 Primary Teacher Development (PTC's)
Class:Capital Purchases
070180 Classroom construction and rehabilitation (Primary)",2013-14,27.44,,,,,,ANNUAL%20BUDGET%20PERFORMANCE%20REPORT%20FY%202013-14.pdf
