Vote,Sector,Subprogram,Financial Year,"Approved Budget (UGX, Millions)",Released Budget (UGX),Actual Expenditure (UGX),Performance (%),Deviation (UGX),Execution Status,Source File
010,Agriculture,VF:0151 Agricultural Research,Unknown,154.62,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
010,Agriculture,"221006 Commissions and related charges
221007 Books, Periodicals & Newspapers
221008 Computer supplies and Information Technology (IT
221009 Welfare and Entertainment
221011 Printing, Stationery, Photocopying and Binding
221012 Small Office Equipment
221016 IFMS Recurrent costs
221017 Subscriptions
222001 Telecommunications
222002 Postage and Courier
222003 Information and communications technology (ICT)
223004 Guard and Security services
223005 Electricity
223006 Water
223901 Rent – (Produced Assets) to other govt. units
224001 Medical and Agricultural supplies
224006 Agricultural Supplies
225001 Consultancy Services- Short term
226001 Insurances
227001 Travel inland
227002 Travel abroad
227004 Fuel, Lubricants and Oils
228001 Maintenance - Civil
228002 Maintenance - Vehicles
228004 Maintenance – Other
Output Class: Outputs Funded
262101 Contributions to International Organisations (Curre
264101 Contributions to Autonomous Institutions
Output Class: Capital Purchases
312204 Taxes on Machinery, Furniture & Vehicles",Unknown,0.56,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
010,Agriculture,VF:0154 Agriculture Advisory Services,Unknown,159.93,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
010,Agriculture,VF:0154 Agriculture Advisory Services,Unknown,159.93,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
010,Agriculture,"Output Class: Outputs Provided
211103 Allowances
221001 Advertising and Public Relations
221002 Workshops and Seminars
221003 Staff Training
221007 Books, Periodicals & Newspapers
221008 Computer supplies and Information Technology (IT
221011 Printing, Stationery, Photocopying and Binding
222001 Telecommunications
222002 Postage and Courier
224006 Agricultural Supplies
226001 Insurances
227001 Travel inland
227002 Travel abroad
227004 Fuel, Lubricants and Oils
228002 Maintenance - Vehicles
228003 Maintenance – Machinery, Equipment & Furniture
Output Class: Capital Purchases
231001 Non Residential buildings (Depreciation)
231005 Machinery and equipment
281504 Monitoring, Supervision & Appraisal of capital wor
312104 Other Structures
Output Class: Arrears
321612 Water arrears(Budgeting)",Unknown,1.39,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
010,Agriculture,"VF:0153 Coffee Development
Class:Outputs Provided
015301 Production, Research & Coordination",Unknown,7.91,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
010,Agriculture,"Output Class: Outputs Provided
224001 Medical and Agricultural supplies",Unknown,7.91,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
010,Agriculture,"VF:0301 Energy Planning,Management & Infrastructure Dev't
VF:0302 Large Hydro power infrastructure
VF:0303 Petroleum Exploration, Development & Production
VF:0304 Petroleum Supply, Infrastructure and Regulation
VF:0305 Mineral Exploration, Development & Production
VF:0349 Policy, Planning and Support Services",Unknown,566.16,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
010,Agriculture,"VF:0303 Petroleum Exploration, Development & Production 55.01 51.86 50.73 94.3% 92.2% 97.8%
Class:Outputs Provided 12.26 12.41 12.19 101.2% 99.4% 98.2%
030301 Promotion of the country's petroleum potential and licensing 3.60 3.49 3.39 97.1% 94.1% 97.0%
030302 Initiate and formulate petroleum policy and legislation 0.67 0.67 0.67 99.6% 99.3% 99.8%
030303 Capacity Building for the oil & gas sector 5.39 5.72 5.64 106.3% 104.8% 98.6%
030304 Monitoring Upstream petroleum activities 2.12 2.09 2.05 98.9% 97.1% 98.1%
030305 Develop and implement a communication strategy for oil & gas 0.14 0.13 0.14 94.8% 99.5% 104.9%
in the country
030306 Participate in Regional Initiatives 0.35 0.30 0.30 84.3% 83.8% 99.4%
Class:Outputs Funded 2.00 2.00 2.00 100.0% 100.0% 100.0%
030351 Transfer for Petroleum Refining (Midstream Unit) 2.00 2.00 2.00 100.0% 100.0% 100.0%
Class:Capital Purchases 40.75 37.45 36.54 91.9% 89.7% 97.6%
030371 Acquisition of Land by Government 2.93 2.93 2.93 100.0% 100.0% 100.0%
030372 Government Buildings and Administrative Infrastructure 7.94 4.64 4.32 58.5% 54.4% 93.1%
030380 Oil Refinery Construction 29.88 29.88 29.29 100.0% 98.0% 98.0%",Unknown,55.01,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
010,Agriculture,"1261 West Nile Grid Extension Program-GBOBA
1262 Rural Electrification Project",Unknown,3.0,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
013,Education,"VF:0603 Tourism, Wildlife conservation and Museums
Class:Outputs Provided
060301 Policies, strategies and monitoring services
060303 Support to Tourism and Wildlife Associations
060304 Museums Services
060305 Capacity Building, Research and Coordination
060306 Tourism Investment, Promotion and Marketing
Class:Outputs Funded
060352 Wildlife Conservation and Education Services(UWEC)
060353 Support to Uganda Wildlife Training Institute
060354 Tourism and Hotel Training(HTTI)
Class:Capital Purchases
060382 Tourism Infrastructure and Construction",Unknown,6.06,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
010,Agriculture,"213001 Medical expenses (To employees)
213002 Incapacity, death benefits and funeral expenses
213003 Retrenchment costs
213004 Gratuity Expenses
221001 Advertising and Public Relations
221002 Workshops and Seminars
221003 Staff Training
221007 Books, Periodicals & Newspapers
222001 Telecommunications
223003 Rent – (Produced Assets) to private entities
223005 Electricity
223006 Water
223901 Rent – (Produced Assets) to other govt. units
224001 Medical and Agricultural supplies
227002 Travel abroad
227004 Fuel, Lubricants and Oils
228001 Maintenance - Civil
228002 Maintenance - Vehicles
228003 Maintenance – Machinery, Equipment & Furniture
Output Class: Outputs Funded
262101 Contributions to International Organisations (Curre
Output Class: Capital Purchases
231001 Non Residential buildings (Depreciation)
231004 Transport equipment
231005 Machinery and equipment
231006 Furniture and fittings (Depreciation)
312204 Taxes on Machinery, Furniture & Vehicles",Unknown,0.26,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
013,Education,"VF:0701 Pre-Primary and Primary Education
VF:0702 Secondary Education
VF:0703 Special Needs Education, Guidance and Counselling
VF:0704 Higher Education
VF:0705 Skills Development
VF:0706 Quality and Standards
VF:0707 Physical Education and Sports
VF:0749 Policy, Planning and Support Services",Unknown,62.01,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
013,Education,"VF:0701 Pre-Primary and Primary Education
VF:0702 Secondary Education
VF:0703 Special Needs Education, Guidance and Counselling
VF:0704 Higher Education
VF:0705 Skills Development
VF:0706 Quality and Standards
VF:0707 Physical Education and Sports
VF:0749 Policy, Planning and Support Services",Unknown,62.01,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
013,Education,"VF:0701 Pre-Primary and Primary Education
VF:0702 Secondary Education
VF:0703 Special Needs Education, Guidance and Counselling
VF:0704 Higher Education
VF:0705 Skills Development
VF:0706 Quality and Standards
VF:0707 Physical Education and Sports
VF:0749 Policy, Planning and Support Services",Unknown,62.01,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
013,Education,"VF:0701 Pre-Primary and Primary Education
Class:Outputs Provided
070101 Policies, laws, guidelines, plans and strategies
070102 Instructional Materials for Primary Schools
070103 Monitoring and Supervision of Primary Schools
070105 Support to war affected children in Northern Uganda
Class:Outputs Funded
070151 Assessment of Primary Education (PLE)
070153 Primary Teacher Development (PTC's)
Class:Capital Purchases
070180 Classroom construction and rehabilitation (Primary)",Unknown,33.86,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
013,Education,"VF:0701 Pre-Primary and Primary Education
Class:Outputs Provided
070101 Policies, laws, guidelines, plans and strategies
070102 Instructional Materials for Primary Schools
070103 Monitoring and Supervision of Primary Schools
070105 Support to war affected children in Northern Uganda
Class:Outputs Funded
070151 Assessment of Primary Education (PLE)
070153 Primary Teacher Development (PTC's)
Class:Capital Purchases
070180 Classroom construction and rehabilitation (Primary)",Unknown,33.86,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
013,Education,"VF:0701 Pre-Primary and Primary Education
Class:Outputs Provided
070101 Policies, laws, guidelines, plans and strategies
070102 Instructional Materials for Primary Schools
070103 Monitoring and Supervision of Primary Schools
070105 Support to war affected children in Northern Uganda
Class:Outputs Funded
070151 Assessment of Primary Education (PLE)
070153 Primary Teacher Development (PTC's)
Class:Capital Purchases
070180 Classroom construction and rehabilitation (Primary)",Unknown,33.86,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
013,Education,"VF:0702 Secondary Education
Class:Outputs Provided
070201 Policies, laws, guidelines plans and strategies
070202 Instructional Materials for Secondary Schools
070203 Monitoring and Supervision of Secondary Schools
070204 Training of Secondary Teachers
070205 Monitoring USE Placements in Private Schools
Class:Outputs Funded
070251 USE Tuition Support
070253 Secondary Examinations (UNEB)
Class:Capital Purchases
070280 Classroom construction and rehabilitation (Secondary)",Unknown,30.14,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
013,Education,"VF:0702 Secondary Education
Class:Outputs Provided
070201 Policies, laws, guidelines plans and strategies
070202 Instructional Materials for Secondary Schools
070203 Monitoring and Supervision of Secondary Schools
070204 Training of Secondary Teachers
070205 Monitoring USE Placements in Private Schools
Class:Outputs Funded
070251 USE Tuition Support
070253 Secondary Examinations (UNEB)
Class:Capital Purchases
070280 Classroom construction and rehabilitation (Secondary)",Unknown,30.14,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
013,Education,"VF:0702 Secondary Education
Class:Outputs Provided
070201 Policies, laws, guidelines plans and strategies
070202 Instructional Materials for Secondary Schools
070203 Monitoring and Supervision of Secondary Schools
070204 Training of Secondary Teachers
070205 Monitoring USE Placements in Private Schools
Class:Outputs Funded
070251 USE Tuition Support
070253 Secondary Examinations (UNEB)
Class:Capital Purchases
070280 Classroom construction and rehabilitation (Secondary)",Unknown,30.14,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
013,Education,"VF:0703 Special Needs Education, Guidance and Counselling
Class:Outputs Provided
070301 Policies, laws, guidelines, plans and strategies
070302 Advocacy,Sensitisation and Information Dissemmination
070303 Monitoring and Supervision of Special Needs Facilities
Class:Outputs Funded
070351 Special Needs Education Services
Class:Capital Purchases
070372 Government Buildings and Administrative Infrastructure",Unknown,4.12,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
013,Education,"VF:0704 Higher Education 31.42 25.23 24.83 80.3% 79.0% 98.4%
Class:Outputs Provided 0.86 0.77 0.82 89.0% 94.9% 106.7%
070401 Policies, guidelines to universities and other tertiary institutions 0.44 0.38 0.38 86.2% 86.3% 100.1%
070402 Operational Support for Private Universities 0.42 0.39 0.44 91.9% 104.0% 113.2%
Class:Outputs Funded 20.50 19.17 18.72 93.5% 91.3% 97.7%
070451 Support establishment of constituent colleges and Public 2.00 1.69 1.69 84.3% 84.3% 100.0%
Universities
070452 Support to Research Institutions in Public Universities 1.60 1.52 1.20 95.1% 75.0% 78.8%
070453 Sponsorship Scheme and Staff Development for Masters and 6.77 6.41 6.29 94.7% 93.0% 98.1%
Phds
070454 Monitoring/supervision and Quality assurance for Tertiary 2.94 2.41 2.41 81.8% 82.1% 100.3%
Institutions (AICAD, NCHE, JAB)
070455 Operational Support for Public and Private Universities 7.20 7.15 7.14 99.3% 99.1% 99.8%
Class:Capital Purchases 10.06 5.29 5.29 52.6% 52.6% 100.0%
070480 Construction and Rehabilitation of facilities 10.06 5.29 5.29 52.6% 52.6% 100.0%",Unknown,31.42,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
013,Education,"VF:0704 Higher Education 31.42 25.23 24.83 80.3% 79.0% 98.4%
Class:Outputs Provided 0.86 0.77 0.82 89.0% 94.9% 106.7%
070401 Policies, guidelines to universities and other tertiary institutions 0.44 0.38 0.38 86.2% 86.3% 100.1%
070402 Operational Support for Private Universities 0.42 0.39 0.44 91.9% 104.0% 113.2%
Class:Outputs Funded 20.50 19.17 18.72 93.5% 91.3% 97.7%
070451 Support establishment of constituent colleges and Public 2.00 1.69 1.69 84.3% 84.3% 100.0%
Universities
070452 Support to Research Institutions in Public Universities 1.60 1.52 1.20 95.1% 75.0% 78.8%
070453 Sponsorship Scheme and Staff Development for Masters and 6.77 6.41 6.29 94.7% 93.0% 98.1%
Phds
070454 Monitoring/supervision and Quality assurance for Tertiary 2.94 2.41 2.41 81.8% 82.1% 100.3%
Institutions (AICAD, NCHE, JAB)
070455 Operational Support for Public and Private Universities 7.20 7.15 7.14 99.3% 99.1% 99.8%
Class:Capital Purchases 10.06 5.29 5.29 52.6% 52.6% 100.0%
070480 Construction and Rehabilitation of facilities 10.06 5.29 5.29 52.6% 52.6% 100.0%",Unknown,31.42,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
010,Agriculture,"221017 Subscriptions
221020 IPPS Recurrent Costs
222001 Telecommunications
222002 Postage and Courier
222003 Information and communications technology (ICT)
223002 Rates
223003 Rent – (Produced Assets) to private entities
223004 Guard and Security services
223005 Electricity
223006 Water
223901 Rent – (Produced Assets) to other govt. units
224006 Agricultural Supplies
225001 Consultancy Services- Short term
225002 Consultancy Services- Long-term
227001 Travel inland
227002 Travel abroad
227004 Fuel, Lubricants and Oils
228001 Maintenance - Civil
228002 Maintenance - Vehicles
228003 Maintenance – Machinery, Equipment & Furniture
228004 Maintenance – Other
282104 Compensation to 3rd Parties
Output Class: Outputs Funded
262101 Contributions to International Organisations (Curre
263106 Other Current grants (Current)
263340 Other grants
264101 Contributions to Autonomous Institutions
264102 Contributions to Autonomous Institutions (Wage Su
321440 Other grants
Output Class: Capital Purchases
231001 Non Residential buildings (Depreciation)
231002 Residential buildings (Depreciation)
231003 Roads and bridges (Depreciation)
231005 Machinery and equipment
231006 Furniture and fittings (Depreciation)
281503 Engineering and Design Studies & Plans for capital
281504 Monitoring, Supervision & Appraisal of capital wor
311101 Land
312204 Taxes on Machinery, Furniture & Vehicles
Output Class: Arrears
321612 Water arrears(Budgeting)",Unknown,0.15,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
013,Education,"VF:0703 Special Needs Education, Guidance and Counselling 4.12 3.71 3.70 90.0% 89.7% 99.7%
Recurrent Programmes
06 Special Needs Education and Career Guidance 1.11 1.03 1.03 92.4% 92.6% 100.2%
15 Guidance and Counselling 0.95 0.86 0.85 90.2% 89.6% 99.4%
Development Projects
1308 Development and Improvement of Special Needs Education (SNE) 2.06 1.83 1.82 88.6% 88.2% 99.5%",Unknown,4.12,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
013,Education,VF:0751 Delivery of Tertiary Education and Research,Unknown,20.2,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
013,Education,VF:0751 Delivery of Tertiary Education and Research,Unknown,20.2,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
013,Education,"VF:0751 Delivery of Tertiary Education and Research
Class:Outputs Provided
075101 Teaching and Training
075102 Research, Consultancy and Publications
075103 Outreach
075104 Students' Welfare
075105 Administration and Support Services
Class:Capital Purchases
075172 Government Buildings and Administrative Infrastructure
075175 Purchase of Motor Vehicles and Other Transport Equipment
075176 Purchase of Office and ICT Equipment, including Software",Unknown,16.96,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
013,Education,"VF:0751 Delivery of Tertiary Education and Research
Class:Outputs Provided
075101 Teaching and Training
075102 Research, Consultancy and Publications
075103 Outreach
075104 Students' Welfare
075105 Administration and Support Services
Class:Capital Purchases
075172 Government Buildings and Administrative Infrastructure
075175 Purchase of Motor Vehicles and Other Transport Equipment
075176 Purchase of Office and ICT Equipment, including Software",Unknown,16.96,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
010,Agriculture,"221006 Commissions and related charges
221007 Books, Periodicals & Newspapers
221009 Welfare and Entertainment
221010 Special Meals and Drinks
221011 Printing, Stationery, Photocopying and Binding
221012 Small Office Equipment
221014 Bank Charges and other Bank related costs
221017 Subscriptions
222001 Telecommunications
222002 Postage and Courier
222003 Information and communications technology (ICT)
223003 Rent – (Produced Assets) to private entities
223004 Guard and Security services
223005 Electricity
223006 Water
223007 Other Utilities- (fuel, gas, firewood, charcoal)
224001 Medical and Agricultural supplies
224003 Classified Expenditure
224004 Cleaning and Sanitation
224005 Uniforms, Beddings and Protective Gear
224006 Agricultural Supplies
225001 Consultancy Services- Short term
225002 Consultancy Services- Long-term
226001 Insurances
227001 Travel inland
227002 Travel abroad
227004 Fuel, Lubricants and Oils
228001 Maintenance - Civil
228002 Maintenance - Vehicles
228003 Maintenance – Machinery, Equipment & Furniture
282101 Donations
282102 Fines and Penalties/ Court wards
282103 Scholarships and related costs
282151 Fines and Penalties – to other govt units
Output Class: Capital Purchases
231001 Non Residential buildings (Depreciation)
231004 Transport equipment
231005 Machinery and equipment
312204 Taxes on Machinery, Furniture & Vehicles",Unknown,0.21,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
013,Education,VF:0708 Education and Social Services,Unknown,36.77,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
013,Education,"VF:0708 Education and Social Services
Class:Outputs Provided
070802 School Inspection
070807 Secondary Education Services (Wage)
070808 Tertiary Education Services (Wage)
070809 Tertiary Education Services (Wage)
Class:Outputs Funded
070851 Primary education services
070852 Secondary education services
070853 Tertiary education services
070854 Health Training Institutions
070855 Primary Teachers' Colleges
Class:Capital Purchases
070880 Primary education infrastructure construction
070881 Secondary education infrastructure construction",Unknown,34.37,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
013,Education,"VF:0708 Education and Social Services
Class:Outputs Provided
070802 School Inspection
070807 Secondary Education Services (Wage)
070808 Tertiary Education Services (Wage)
070809 Tertiary Education Services (Wage)
Class:Outputs Funded
070851 Primary education services
070852 Secondary education services
070853 Tertiary education services
070854 Health Training Institutions
070855 Primary Teachers' Colleges
Class:Capital Purchases
070880 Primary education infrastructure construction
070881 Secondary education infrastructure construction",Unknown,34.37,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
013,Education,"VF:0708 Education and Social Services
Class:Outputs Provided
070802 School Inspection
070807 Secondary Education Services (Wage)
070808 Tertiary Education Services (Wage)
070809 Tertiary Education Services (Wage)
Class:Outputs Funded
070851 Primary education services
070852 Secondary education services
070853 Tertiary education services
070854 Health Training Institutions
070855 Primary Teachers' Colleges
Class:Capital Purchases
070880 Primary education infrastructure construction
070881 Secondary education infrastructure construction",Unknown,34.37,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
013,Education,"VF:0708 Education and Social Services
Class:Outputs Provided
070802 School Inspection
070807 Secondary Education Services (Wage)
070808 Tertiary Education Services (Wage)
070809 Tertiary Education Services (Wage)
Class:Outputs Funded
070851 Primary education services
070852 Secondary education services
070853 Tertiary education services
070854 Health Training Institutions
070855 Primary Teachers' Colleges
Class:Capital Purchases
070880 Primary education infrastructure construction
070881 Secondary education infrastructure construction",Unknown,34.37,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
014,Health,"VF:0708 Education and Social Services
Class:Outputs Provided
070802 School Inspection
070807 Secondary Education Services (Wage)
070808 Tertiary Education Services (Wage)
070809 Tertiary Education Services (Wage)
Class:Outputs Funded
070851 Primary education services
070852 Secondary education services
070853 Tertiary education services
070854 Health Training Institutions
070855 Primary Teachers' Colleges
Class:Capital Purchases
070880 Primary education infrastructure construction
070881 Secondary education infrastructure construction",Unknown,34.37,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
013,Education,VF:0751 Delivery of Tertiary Education and Research,Unknown,7.11,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
013,Education,VF:0751 Delivery of Tertiary Education and Research,Unknown,7.11,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
013,Education,VF:0752 Education Personnel Policy and Management,Unknown,5.76,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
013,Education,"VF:0752 Education Personnel Policy and Management
Class:Outputs Provided
075201 Management of Education Service Personnel
075202 Policy ,Monitoring, Evaluation and Research
075203 Finance, Administration, Audit and Procurement
075204 Internal Audit
075205 Procurement Services
075206 Information Science
Class:Capital Purchases
075271 Acquisition of Land by Government
075276 Purchase of Office and ICT Equipment, including Software",Unknown,5.76,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
013,Education,VF:0751 Delivery of Tertiary Education,Unknown,228.65,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
013,Education,VF:0751 Delivery of Tertiary Education,Unknown,228.65,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
013,Education,VF:0751 Delivery of Tertiary Education,Unknown,27.81,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
013,Education,VF:0751 Delivery of Tertiary Education,Unknown,27.81,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
013,Education,VF:0751 Delivery of Tertiary Education,Unknown,57.03,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
013,Education,VF:0751 Delivery of Tertiary Education,Unknown,57.03,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
013,Education,"VF:0751 Delivery of Tertiary Education
Class:Outputs Provided
075101 Teaching and Training
075104 Students' Welfare
075105 Administration and Support Services
Class:Capital Purchases
075172 Government Buildings and Administrative Infrastructure",Unknown,8.92,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
013,Education,"VF:0751 Delivery of Tertiary Education
Class:Outputs Provided
075101 Teaching and Training
075104 Students' Welfare
075105 Administration and Support Services
Class:Capital Purchases
075172 Government Buildings and Administrative Infrastructure",Unknown,8.92,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
013,Education,VF:0751 Delivery of Tertiary Education,Unknown,73.95,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
013,Education,VF:0751 Delivery of Tertiary Education,Unknown,73.95,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
013,Education,"VF:0751 Delivery of Tertiary Education
Class:Outputs Provided
075101 Teaching and Training
075102 Research, consultancy and publications
075103 Outreach
075104 Students' Welfare
075105 Administration and Support Services
Class:Outputs Funded",Unknown,23.42,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
013,Education,"VF:0751 Delivery of Tertiary Education
Class:Outputs Provided
075101 Teaching and Training
075102 Research, consultancy and publications
075103 Outreach
075104 Students' Welfare
075105 Administration and Support Services
Class:Outputs Funded",Unknown,23.42,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
013,Education,VF:0751 Delivery of Tertiary Education,Unknown,22.26,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
013,Education,VF:0751 Delivery of Tertiary Education,Unknown,22.26,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
013,Education,"VF:0751 Delivery of Tertiary Education
Class:Outputs Provided
075101 Teaching and Training
075105 Administration and Support Services
Class:Capital Purchases
075172 Government Buildings and Administrative Infrastructure",Unknown,2.05,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
013,Education,"VF:0751 Delivery of Tertiary Education
Class:Outputs Provided
075101 Teaching and Training
075105 Administration and Support Services
Class:Capital Purchases
075172 Government Buildings and Administrative Infrastructure",Unknown,2.05,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
013,Education,VF:0751 Delivery of Tertiary Education and Research,Unknown,22.53,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
013,Education,VF:0751 Delivery of Tertiary Education and Research,Unknown,22.53,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
014,Health,"VF:0801 Sector Monitoring and Quality Assurance
VF:0802 Health systems development
VF:0803 Health Research
VF:0804 Clinical and public health
VF:0805 Pharmaceutical and other Supplies
VF:0849 Policy, Planning and Support Services",Unknown,0.81,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
014,Health,"VF:0802 Health systems development
Class:Outputs Provided
080201 Monitoring, Supervision and Evaluation of Health Systems
Class:Capital Purchases
080272 Government Buildings and Administrative Infrastructure
080275 Purchase of Motor Vehicles and Other Transport Equipment
080276 Purchase of Office and ICT Equipment, including Software
080280 Hospital Construction/rehabilitation",Unknown,4.46,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
014,Health,"VF:0803 Health Research 2.41 2.12 2.08 87.9% 86.3% 98.2%
Class:Outputs Provided 0.95 0.95 0.92 100.0% 96.2% 96.2%
080303 Research coordination 0.95 0.95 0.92 100.0% 96.2% 96.2%
Class:Outputs Funded 1.46 1.17 1.17 80.0% 79.8% 99.8%
080351 Specialised Medical Research in HIV/AIDS and Clinical Care 0.24 0.24 0.24 100.0% 100.0% 100.0%
444
(JCRC)",Unknown,2.41,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
014,Health,"VF:0803 Health Research 2.41 2.12 2.08 87.9% 86.3% 98.2%
Class:Outputs Provided 0.95 0.95 0.92 100.0% 96.2% 96.2%
080303 Research coordination 0.95 0.95 0.92 100.0% 96.2% 96.2%
Class:Outputs Funded 1.46 1.17 1.17 80.0% 79.8% 99.8%
080351 Specialised Medical Research in HIV/AIDS and Clinical Care 0.24 0.24 0.24 100.0% 100.0% 100.0%
444
(JCRC)",Unknown,2.41,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
010,Agriculture,"221016 IFMS Recurrent costs
221017 Subscriptions
221020 IPPS Recurrent Costs
222001 Telecommunications
222002 Postage and Courier
222003 Information and communications technology (ICT)
223001 Property Expenses
223005 Electricity
223006 Water
223007 Other Utilities- (fuel, gas, firewood, charcoal)
224001 Medical and Agricultural supplies
225001 Consultancy Services- Short term
225002 Consultancy Services- Long-term
225003 Taxes on (Professional) Services
227001 Travel inland
227002 Travel abroad
227004 Fuel, Lubricants and Oils
228002 Maintenance - Vehicles
228003 Maintenance – Machinery, Equipment & Furniture
228004 Maintenance – Other
273101 Medical expenses (To general Public)
282181 Extra-Ordinary Items (Losses/Gains)
Output Class: Outputs Funded
262101 Contributions to International Organisations (Curre
263104 Transfers to other govt. Units (Current)
263204 Transfers to other govt. Units (Capital)
264101 Contributions to Autonomous Institutions
264102 Contributions to Autonomous Institutions (Wage Su
Output Class: Capital Purchases
231001 Non Residential buildings (Depreciation)
231004 Transport equipment
231005 Machinery and equipment
312105 Taxes on Buildings & Structures
312204 Taxes on Machinery, Furniture & Vehicles
Output Class: Arrears
321612 Water arrears(Budgeting)
321614 Electricity arrears (Budgeting)",Unknown,0.05,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
014,Health,VF:0851 Coordination of multi-sector response to HIV/AIDS,Unknown,6.95,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
014,Health,"VF:0851 Coordination of multi-sector response to HIV/AIDS
Class:Outputs Provided
085101 Management and Administrative support services
085102 Advocacy, Strategic Information and Knowlegde management
085104 Major policies, guidelines, strategic plans",Unknown,6.95,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
014,Health,"085105 Monitoring and Evaluation
Class:Outputs Funded
085151 NGO HIV/AIDS Activities
Class:Capital Purchases
085172 Government Buildings and Administrative Infrastructure
085176 Purchase of Office and ICT Equipment, including Software",Unknown,0.46,,,,,,Annual%20Budget%20Performance%20Report%20FY%202014-15.pdf
